Time	I.max_1	I.total_1	I.back_1
8.286	64.70588	44.65534	35.14706
8.325	70.98039	45.9451	36.54762
8.363	70.98039	46.94379	36.9888
8.403	77.25491	47.98257	37.57703
8.441	77.25491	49.72375	38.94958
8.48	83.92157	50.67538	39.29272
8.518	83.92157	51.75948	39.97899
8.561	90.19608	52.5037	39.63585
8.599	90.19608	53.7464	41.02941
8.639	96.86275	55.1146	41.61064
8.677	96.86275	56.12027	42.08683
8.717	96.86275	57.01263	43.0042
8.755	96.86275	57.82135	42.89916
8.793	96.86275	59.18954	43.82353
8.832	96.86275	60.51242	44.85994
8.87	96.86275	60.97604	44.7409
8.909	96.86275	62.97517	47.37395
8.953	96.86275	63.6061	47.493
8.991	96.86275	64.61351	48.53642
9.031	96.86275	64.84009	48.64146
9.069	96.86275	64.01046	48.18628
9.107	96.86275	63.55207	47.95518
9.148	96.86275	61.2915	46.12745
9.187	96.86275	58.55861	44.39075
9.226	96.86275	55.5451	42.53502
9.264	83.92157	52.04532	40.21008
9.303	77.25491	49.44314	38.5014
9.342	70.98039	46.23616	35.72129
9.381	70.98039	44.85752	35.03502
9.42	64.70588	44.04531	34.79692
9.458	64.70588	44.04531	34.79692
9.496	64.70588	43.58344	33.87955
9.535	64.70588	44.19347	34.46078
9.574	64.70588	44.12549	34.43977
9.612	70.98039	45.3647	35.2591
9.654	70.98039	46.25882	35.84034
9.692	77.25491	46.91416	36.07143
9.731	77.25491	48.42702	37.42997
9.769	77.25491	48.60479	37.09384
9.808	83.92157	49.74292	37.9972
9.846	83.92157	50.37908	37.89216
9.885	83.92157	51.1512	38.23529
9.925	90.19608	52.3329	39.16667
9.964	90.19608	52.18998	38.94258
10.003	90.19608	53.76384	40.10504
10.041	96.86275	54.60043	40.22409
10.079	96.86275	55.57124	41.37955
10.118	96.86275	57.15207	42.31793
10.159	96.86275	57.29673	42.21289
10.198	96.86275	58.47495	43.36134
10.237	96.86275	58.99259	43.59244
10.276	96.86275	59.1634	43.71149
10.314	96.86275	59.53812	44.28572
10.353	96.86275	58.27102	43.70448
10.391	96.86275	57.04227	43.02521
10.429	96.86275	54.79739	41.72269
10.468	83.92157	52.50893	40
10.506	83.92157	50.12636	38.2423
10.544	77.25491	47.63399	36.05742
10.584	70.98039	46.26057	35.60224
10.622	70.98039	44.74597	34.34174
10.662	70.98039	43.93203	33.9916
10.701	70.98039	43.9268	34.32773
10.739	70.98039	43.50327	33.88655
10.778	70.98039	43.50327	33.88655
10.816	70.98039	44.62048	34.34874
10.855	70.98039	45.19739	34.81092
10.895	70.98039	45.92941	35.35714
10.933	77.25491	46.59869	35.60925
10.972	77.25491	46.7939	35.2521
11.011	77.25491	47.88845	35.95938
11.049	83.92157	48.85926	37.19888
11.088	83.92157	48.79303	36.7437
11.126	83.92157	50.04096	37.33193
11.167	83.92157	50.41045	37.44398
11.208	90.19608	51.64444	38.2563
11.246	90.19608	52.07146	38.47339
11.284	90.19608	52.44619	39.29272
11.323	96.86275	53.88235	39.63585
11.362	96.86275	54.0549	39.77591
11.4	96.86275	55.23137	41.03642
11.438	96.86275	56.15512	41.63165
11.477	96.86275	56.35207	41.97479
11.515	96.86275	56.69717	41.97479
11.555	96.86275	56.26667	41.73669
11.593	96.86275	55.72113	41.85574
11.631	96.86275	54.48192	40.69328
11.671	90.19608	53.04924	39.52381
11.71	83.92157	51.30109	38.4874
11.748	83.92157	49.43268	37.20588
11.786	77.25491	48.15163	36.42157
11.825	70.98039	46.4	35.4902
11.864	70.98039	45.04924	34.57283
11.903	70.98039	44.90283	34.34874
11.942	70.98039	44.73377	33.87955
11.98	70.98039	45.13464	34.21569
12.019	70.98039	44.99521	34.22969
12.058	70.98039	44.99521	34.22969
12.097	70.98039	45.41874	35.02801
12.135	70.98039	45.96601	35.14006
12.177	77.25491	46.64575	35.48319
12.217	77.25491	47.82396	36.63165
12.256	77.25491	47.99477	36.17647
12.295	83.92157	48.22658	36.29552
12.333	83.92157	49.36819	36.63165
12.372	83.92157	49.52331	36.7507
12.41	83.92157	50.40871	37.44398
12.449	90.19608	50.86536	37.54902
12.488	90.19608	50.95773	37.56303
12.527	90.19608	52.21961	38.01821
12.565	90.19608	52.53334	38.2493
12.604	90.19608	53.61743	39.17367
12.642	96.86275	53.91372	40
12.681	96.86275	54.62832	40.46218
12.721	96.86275	55.11983	40.81933
12.759	96.86275	54.77647	40.70028
12.799	96.86275	54.63007	41.15546
12.837	96.86275	54.33551	40.21709
12.875	90.19608	52.96558	39.29272
12.914	83.92157	52.16558	38.71849
12.952	83.92157	51.07277	38.36134
12.99	83.92157	49.8353	37.19888
13.029	77.25491	48.77211	36.28151
13.067	77.25491	47.17037	35.4902
13.107	77.25491	46.51329	34.80392
13.146	70.98039	45.74292	34.44678
13.185	70.98039	46.0305	34.91597
13.226	70.98039	46.05664	34.91597
13.264	70.98039	46.1403	35.03502
13.302	77.25491	46.73987	35.37115
13.341	77.25491	46.8793	35.2591
13.38	77.25491	47.6549	35.96639
13.419	77.25491	47.6549	35.96639
13.457	77.25491	47.5085	35.60925
13.496	83.92157	48.31024	36.28151
13.539	83.92157	49.14684	37.10084
13.578	83.92157	49.42919	36.63165
13.616	83.92157	50.32679	37.44398
13.655	83.92157	50.49411	37.43697
13.694	83.92157	50.77822	37.32493
13.735	90.19608	51.49804	37.89916
13.773	90.19608	51.69673	38.2423
13.812	90.19608	52.90806	39.07563
13.851	90.19608	52.73726	38.26331
13.89	90.19608	52.70937	38.15126
13.929	90.19608	53.76907	39.77591
13.967	90.19608	53.47625	39.17367
14.006	96.86275	54.56732	40.69328
14.045	90.19608	53.9695	39.986
14.084	90.19608	53.30545	39.06162
14.122	90.19608	52.59608	38.94958
14.161	83.92157	51.26972	38.01821
14.2	83.92157	50.87582	37.67507
14.241	83.92157	49.63137	37.07983
14.279	77.25491	48.71983	36.15546
14.317	77.25491	47.85708	35.70728
14.357	77.25491	47.1146	34.79692
14.395	77.25491	47.25752	35.48319
14.433	77.25491	46.77124	34.67787
14.471	77.25491	46.88627	34.56583
14.509	77.25491	47.3098	35.13305
14.548	77.25491	47.2244	35.2521
14.586	77.25491	48.07843	36.15546
14.624	77.25491	47.56776	35.2521
14.664	77.25491	48.44793	36.15546
14.702	83.92157	48.94466	36.40056
14.742	83.92157	48.71111	36.05042
14.781	83.92157	49.82832	36.84174
14.819	83.92157	49.60872	36.40756
14.857	83.92157	49.60872	36.40756
14.896	83.92157	50.40523	36.96078
14.934	90.19608	50.99259	37.68207
14.974	90.19608	51.38649	37.42997
15.012	90.19608	52.07494	38.13726
15.051	90.19608	52.01395	38.12325
15.089	90.19608	52.18649	37.55602
15.128	90.19608	52.87495	38.47339
15.166	90.19608	53.10327	38.59944
15.205	90.19608	53.53377	39.76191
15.246	90.19608	53.02135	38.83053
15.286	90.19608	53.01786	39.05462
15.324	90.19608	52.7878	38.70448
15.363	90.19608	51.67408	38.0042
15.401	83.92157	51.29935	37.9902
15.44	83.92157	50.29368	37.07283
15.478	83.92157	49.80741	36.62465
15.516	77.25491	49.05272	36.72969
15.555	77.25491	48.0854	35.82633
15.594	77.25491	48.13943	35.93137
15.632	77.25491	47.87974	36.04342
15.671	77.25491	47.79782	35.4902
15.709	77.25491	47.73682	35.59524
15.75	77.25491	47.76819	35.37115
15.788	77.25491	48.14118	36.27451
15.826	83.92157	48.4915	35.82633
15.865	83.92157	48.56645	35.93137
15.903	83.92157	49.11895	36.28851
15.946	83.92157	49.51634	36.40056
15.985	83.92157	49.71852	36.85574
16.023	83.92157	49.71329	36.39356
16.061	83.92157	50.06187	36.40756
16.1	83.92157	50.5464	36.84174
16.139	83.92157	50.69281	36.84874
16.177	83.92157	50.69281	36.84874
16.216	83.92157	51.06754	37.19888
16.259	90.19608	51.35338	37.66106
16.297	90.19608	51.64096	37.78011
16.336	90.19608	52.38344	38.34734
16.375	90.19608	52.39041	38.59244
16.414	90.19608	52.4427	38.59244
16.452	90.19608	52.38519	38.58543
16.491	90.19608	52.30327	38.13025
16.529	90.19608	52.47233	38.81652
16.569	90.19608	51.90239	38.13025
16.608	83.92157	51.50327	38.13025
16.646	83.92157	50.60915	37.32493
16.685	83.92157	50.17168	36.96779
16.723	83.92157	50.03922	36.86975
16.763	83.92157	48.80349	35.70028
16.801	83.92157	48.82266	36.4986
16.84	77.25491	48.17255	35.2451
16.88	77.25491	48.13595	35.70028
16.918	77.25491	48.50893	36.27451
16.956	77.25491	48.23006	35.81933
16.995	83.92157	48.20218	36.05042
17.033	77.25491	48.48453	36.15546
17.071	77.25491	48.48104	35.81232
17.11	83.92157	49.05621	36.27451
17.148	83.92157	49.00043	36.05042
17.188	83.92157	49.65752	36.7437
17.227	83.92157	49.83181	36.38655
17.268	83.92157	50.08802	36.5056
17.306	83.92157	50.55163	36.84874
17.344	83.92157	50.49586	36.84874
17.383	90.19608	51.00828	37.31793
17.421	90.19608	50.88976	37.31092
17.46	83.92157	51.07625	37.56303
17.499	83.92157	51.07625	37.56303
17.537	90.19608	51.81525	37.78011
17.576	90.19608	51.44227	37.54902
17.615	90.19608	52.15512	37.89916
17.653	90.19608	51.92854	37.54202
17.692	90.19608	52.18649	37.67507
17.731	90.19608	52.36602	38.38235
17.771	90.19608	51.24183	37.19188
17.811	83.92157	51.56078	37.55602
17.849	83.92157	50.69281	36.72269
17.887	83.92157	50.58126	37.20588
17.927	83.92157	49.94684	36.38655
17.965	83.92157	49.75164	36.62465
18.004	83.92157	49.68889	36.5056
18.042	83.92157	48.80174	36.04342
18.081	83.92157	49.19913	36.5056
18.12	83.92157	48.8	35.81933
18.159	77.25491	48.73726	35.59524
18.197	83.92157	48.861	35.94538
18.236	83.92157	48.05926	35.47619
18.278	83.92157	48.85229	36.16246
18.316	83.92157	49.10675	36.27451
18.354	83.92157	48.8854	35.81933
18.393	83.92157	49.51634	36.16246
18.432	83.92157	49.31416	35.93137
18.47	83.92157	49.8597	36.16246
18.509	83.92157	50.25708	36.85574
18.549	83.92157	50.40871	36.28151
18.587	83.92157	50.58126	37.31092
18.626	83.92157	50.09499	36.61765
18.664	83.92157	50.38606	36.61765
18.703	83.92157	50.66841	36.63866
18.742	83.92157	51.12854	37.31793
18.782	90.19608	51.44575	37.43697
18.82	83.92157	50.8671	37.18487
18.859	90.19608	51.85186	37.91317
18.898	90.19608	51.85186	37.91317
18.937	90.19608	51.58867	37.66106
18.975	83.92157	51.33421	37.44398
19.014	83.92157	51.2732	37.54902
19.054	83.92157	50.52375	36.85574
19.092	83.92157	50.84096	36.96779
19.131	83.92157	50.11591	36.26751
19.169	83.92157	49.82832	36.14846
19.208	83.92157	49.22702	36.27451
19.247	83.92157	48.83137	35.70728
19.288	83.92157	49.00392	35.81933
19.327	77.25491	48.65708	35.93137
19.367	77.25491	48.6902	35.82633
19.405	83.92157	48.99869	35.93838
19.443	77.25491	48.34336	35.58823
19.482	77.25491	48.65185	35.81232
19.52	83.92157	49.08236	36.03642
19.558	83.92157	49.03006	36.27451
19.597	83.92157	49.539	36.27451
19.636	83.92157	49.20261	35.82633
19.675	83.92157	49.79869	37.07983
19.713	83.92157	50.03573	36.5126
19.752	83.92157	50.37734	36.97479
19.791	83.92157	50.41045	36.7507
19.83	83.92157	50.32331	36.61064
19.868	83.92157	50.8427	36.85574
19.906	90.19608	50.78344	36.96779
19.945	83.92157	50.69804	36.97479
19.984	83.92157	51.03791	37.08683
20.022	83.92157	50.87059	36.85574
20.061	90.19608	51.61133	37.08683
20.1	90.19608	51.44401	37.31092
20.138	90.19608	51.44401	37.31092
20.177	83.92157	51.21569	37.19888
20.215	90.19608	51.18606	37.66106
20.254	83.92157	50.70327	36.7437
20.297	83.92157	50.87582	37.31793
20.335	83.92157	50.52201	37.07983
20.374	83.92157	50.03573	36.40056
20.413	83.92157	50.25708	37.07283
20.451	83.92157	49.40305	36.39356
20.49	83.92157	49.34728	36.05742
20.528	83.92157	49.16776	36.27451
20.567	83.92157	49.25839	35.58123
20.605	83.92157	49.36993	36.04342
20.645	83.92157	48.9464	35.60224
20.683	83.92157	49.43094	36.38655
20.722	83.92157	49.28279	36.37955
20.76	83.92157	49.25839	35.58823
20.8	83.92157	49.86318	36.40056
20.839	83.92157	49.3159	35.81933
20.877	83.92157	49.88758	36.02941
20.915	83.92157	49.77081	35.93137
20.955	83.92157	49.8597	36.14846
20.993	83.92157	50.37734	36.4916
21.032	83.92157	50.03225	36.73669
21.07	83.92157	50.28845	36.4916
21.109	83.92157	50.52201	36.83474
21.147	83.92157	50.60741	36.96779
21.186	83.92157	51.38649	37.19888
21.224	83.92157	50.79041	36.7437
21.264	83.92157	51.70022	37.89216
21.305	83.92157	51.58693	37.54902
21.343	83.92157	51.24357	37.66807
21.382	83.92157	51.56078	37.54902
21.42	83.92157	50.61264	36.5056
21.458	83.92157	50.92462	37.19188
21.497	83.92157	50.92462	37.19188
21.536	83.92157	50.58126	36.61765
21.576	83.92157	50.14728	36.61765
21.614	83.92157	50.20479	36.61765
21.653	83.92157	49.60523	35.93137
21.692	83.92157	50.03573	36.5056
21.73	83.92157	49.80566	36.28151
21.769	83.92157	49.40131	35.81933
21.809	83.92157	49.80218	36.28151
21.847	83.92157	49.08932	35.81933
21.887	83.92157	49.34728	36.16246
21.926	83.92157	49.35076	35.83333
21.965	83.92157	49.05447	36.16246
22.004	83.92157	49.51634	36.27451
22.042	83.92157	49.54946	35.71428
22.08	83.92157	49.92244	36.62465
22.119	83.92157	49.82832	36.61765
22.157	83.92157	49.74815	35.83333
22.196	83.92157	50.46274	37.19188
22.235	83.92157	50.26754	36.39356
22.275	83.92157	50.29368	36.63165
22.315	83.92157	50.44183	36.40056
22.354	83.92157	50.72767	36.63165
22.392	83.92157	50.75904	36.96078
22.43	83.92157	50.75381	36.96779
22.469	90.19608	50.98736	37.20588
22.508	83.92157	50.87582	36.85574
22.546	83.92157	50.93508	36.97479
22.585	83.92157	51.03791	37.65406
22.623	83.92157	50.55861	36.7507
22.661	83.92157	50.95599	37.31092
22.7	83.92157	51.03791	36.85574
22.739	83.92157	50.4366	36.5056
22.777	83.92157	50.4366	36.5056
22.818	83.92157	50.69978	36.85574
22.857	83.92157	49.83355	36.05042
22.895	83.92157	49.80915	36.40056
22.934	83.92157	49.71678	35.93137
22.973	83.92157	49.43268	35.58823
23.011	83.92157	49.80566	36.04342
23.05	83.92157	49.1695	35.35714
23.089	83.92157	48.91329	35.36415
23.128	83.92157	49.37168	36.04342
23.166	83.92157	49.31416	35.58123
23.205	83.92157	49.539	36.27451
23.244	83.92157	49.63312	36.16947
23.283	83.92157	49.74641	36.05742
23.324	83.92157	49.52157	36.05042
23.362	83.92157	49.5512	35.71428
23.4	83.92157	49.89455	36.61765
23.44	83.92157	49.89804	35.70728
23.479	83.92157	50.09325	36.39356
23.517	83.92157	50.41394	36.16947
23.556	83.92157	50.40697	36.38655
23.594	83.92157	50.89847	36.96078
23.632	83.92157	50.50109	36.5126
23.671	90.19608	50.86536	37.08683
23.709	83.92157	51.12854	37.19888
23.748	83.92157	50.83747	36.62465
23.787	83.92157	50.8427	36.98179
23.827	83.92157	50.64401	36.86274
23.865	83.92157	50.61438	36.97479
23.904	83.92157	50.95599	37.19188
23.942	83.92157	50.41568	36.40056
23.981	83.92157	50.55512	36.96779
24.02	83.92157	50.23791	36.4986
24.059	83.92157	50.41568	36.52661
24.097	83.92157	50.41568	36.52661
24.136	83.92157	50.14902	36.62465
24.175	83.92157	49.86667	36.16246
24.213	83.92157	49.88932	36.39356
24.252	83.92157	49.60174	35.58123
24.292	83.92157	49.4902	36.05742
24.333	83.92157	49.39956	35.93137
24.372	83.92157	49.39956	35.81232
24.411	83.92157	49.31939	35.93137
24.449	83.92157	49.39956	35.93137
24.488	83.92157	49.6366	36.16947
24.527	83.92157	49.62789	35.92437
24.565	83.92157	49.69238	36.28151
24.603	83.92157	50.03225	36.28151
24.642	83.92157	50.18388	36.05042
24.68	83.92157	49.97996	35.83333
24.72	83.92157	50.27103	36.63165
24.758	83.92157	50.32331	36.63165
24.797	83.92157	50.583	37.07283
24.836	83.92157	50.58998	36.40056
24.875	83.92157	51.01525	37.20588
24.913	83.92157	50.64226	36.85574
24.951	83.92157	50.49411	36.40056
24.99	83.92157	50.98911	36.7507
25.03	83.92157	50.61612	36.63866
25.068	83.92157	50.83573	36.84174
25.107	83.92157	50.87059	36.96779
25.145	83.92157	50.44183	36.28151
25.183	83.92157	50.87407	37.31092
25.222	83.92157	50.3634	36.52661
25.26	83.92157	50.32679	36.63165
25.299	83.92157	50.23965	36.28151
25.341	83.92157	50.26754	36.38655
25.38	83.92157	50.12114	36.38655
25.418	83.92157	50.12114	36.38655
25.456	83.92157	49.80392	35.93838
25.495	83.92157	49.88932	35.93137
25.534	83.92157	49.62963	35.93137
25.572	83.92157	49.57734	35.69328
25.611	83.92157	49.54771	35.93838
25.651	83.92157	49.4902	35.70728
25.69	83.92157	49.48845	35.81933
25.729	83.92157	49.45708	35.92437
25.767	83.92157	49.43442	35.46919
25.806	83.92157	50.03399	36.62465
25.846	83.92157	49.97647	36.27451
25.884	83.92157	50.3512	36.61765
25.923	83.92157	50.35294	36.4986
25.963	83.92157	50.57952	36.38655
26.001	83.92157	50.583	36.40056
26.039	83.92157	50.47146	36.40756
26.078	83.92157	50.81133	36.7437
26.116	83.92157	50.87059	36.63866
26.154	83.92157	50.64226	36.5056
26.193	83.92157	50.89847	36.96779
26.231	83.92157	50.81656	36.7507
26.27	83.92157	51.04488	36.7507
26.31	83.92157	50.57952	36.85574
26.351	83.92157	50.89673	36.61064
26.389	83.92157	51.09891	37.43697
26.428	83.92157	50.38083	36.39356
26.466	83.92157	50.81481	37.20588
26.504	83.92157	50.11939	36.27451
26.543	83.92157	49.74466	36.03642
26.582	83.92157	50.35817	37.08683
26.62	83.92157	49.83704	35.93838
26.659	83.92157	49.86144	36.15546
26.698	83.92157	49.86144	36.15546
26.737	83.92157	49.72026	36.05742
26.775	83.92157	49.46405	36.05042
26.814	83.92157	49.43791	35.48319
26.854	83.92157	49.45882	35.46919
26.894	83.92157	49.83355	36.15546
26.932	83.92157	50.0061	36.16246
26.971	83.92157	49.83878	36.05042
27.009	83.92157	50.15076	36.5126
27.048	83.92157	49.9573	35.93838
27.087	83.92157	50.12636	35.70028
27.125	83.92157	49.75164	35.70728
27.164	83.92157	50.00261	36.26751
27.203	83.92157	50.58475	36.85574
27.242	83.92157	50.35469	36.61765
27.28	83.92157	50.78693	36.5056
27.319	83.92157	50.15773	36.51961
27.36	83.92157	50.44183	36.05042
27.399	83.92157	50.49063	36.84174
27.437	83.92157	50.58823	36.5126
27.475	83.92157	50.81481	36.5126
27.516	83.92157	50.56035	36.64566
27.555	83.92157	50.26231	35.91737
27.593	83.92157	50.55861	36.28151
27.631	83.92157	50.50109	36.40056
27.67	83.92157	50.35991	36.40056
27.708	83.92157	50.21176	36.40056
27.747	83.92157	49.81089	35.81933
27.785	83.92157	50.09499	36.5056
27.824	83.92157	49.83704	36.05042
27.864	83.92157	49.83878	35.47619
27.902	83.92157	49.80741	36.16947
27.941	83.92157	49.83878	35.93838
27.979	83.92157	50.0061	36.28151
28.018	83.92157	49.72723	36.05742
28.056	83.92157	49.72723	36.05742
28.094	83.92157	50.01133	35.60224
28.134	83.92157	49.60174	35.70728
28.173	83.92157	49.65926	35.70028
28.211	83.92157	49.74466	35.92437
28.25	83.92157	49.89107	36.04342
28.288	83.92157	49.95904	36.06443
28.328	83.92157	49.83878	36.05042
28.369	83.92157	49.69063	35.35714
28.408	83.92157	50.583	37.08683
28.447	83.92157	50.03922	36.06443
28.486	83.92157	50.44357	36.28851
28.525	83.92157	50.24139	35.83333
28.564	83.92157	50.03922	35.70728
28.602	83.92157	50.4732	36.39356
