Time	I.max_1	I.total_1	I.back_1
3.861	83.92157	68.34859	60.63726
3.9	83.92157	67.82745	60.63025
3.938	83.92157	68.12026	60.52521
3.978	83.92157	68.51067	60.86134
4.016	83.92157	68.34335	60.74229
4.055	83.92157	68.37473	60.97339
4.095	83.92157	67.93726	60.51821
4.135	83.92157	68.03312	60.63726
4.174	83.92157	68.53159	61.30952
4.212	83.92157	68.43399	60.86134
4.251	83.92157	68.34335	60.7493
4.291	83.92157	68.37647	61.19748
4.329	83.92157	68.46362	61.09244
4.367	83.92157	68.74422	61.19748
4.406	83.92157	68.61002	60.98039
4.444	83.92157	68.40958	60.86134
4.483	83.92157	68.28758	60.74229
4.522	83.92157	68.26318	60.98039
4.56	83.92157	68.71285	61.30952
4.601	83.92157	68.54728	61.08543
4.64	83.92157	68.4915	61.08543
4.678	83.92157	68.5647	61.19748
4.716	83.92157	68.37821	60.7563
4.756	83.92157	68.74771	61.19748
4.839	83.92157	68.57516	60.86834
4.882	83.92157	68.66231	61.30952
4.927	83.92157	68.17603	60.18908
4.966	83.92157	68.50021	60.97339
5.005	83.92157	68.23878	60.30112
5.043	83.92157	68.4915	60.97339
5.081	83.92157	68.37299	60.86134
5.122	83.92157	68.11852	60.29412
5.161	83.92157	68.63965	61.08543
5.199	83.92157	68.51242	61.20448
5.239	83.92157	68.55251	60.86834
5.278	83.92157	68.57516	61.08543
5.316	83.92157	68.40611	60.86134
5.355	83.92157	68.58388	60.52521
5.393	83.92157	68.43573	60.7493
5.431	83.92157	68.40784	60.63726
5.471	83.92157	68.48801	61.07843
5.51	83.92157	68.05403	60.97339
5.549	83.92157	68.05403	60.97339
5.587	83.92157	68.51765	60.52521
5.628	83.92157	68.25621	60.63726
5.667	83.92157	68.14989	60.52521
5.705	83.92157	68.03486	60.29412
5.744	83.92157	68.31547	60.52521
5.784	83.92157	68.46188	60.86834
5.823	83.92157	68.14292	60.63726
5.862	83.92157	68.2597	60.7493
5.901	83.92157	68.17081	60.52521
5.941	83.92157	68.061	60.18908
5.979	83.92157	68.2963	60.64426
6.018	83.92157	68.20741	60.30112
6.057	77.25491	66.30414	59.27171
6.096	77.25491	63.93203	56.55462
6.136	70.98039	60.89935	54.22969
6.176	64.70588	55.81002	49.55182
6.215	58.03922	50.60392	44.87395
6.254	58.03922	47.71416	42.68908
6.292	64.70588	48.51416	42.09384
6.331	70.98039	51.5817	43.83053
6.369	77.25491	55.1268	46.56863
6.408	77.25491	57.38039	48.62045
6.446	83.92157	59.13377	50
6.486	83.92157	59.65316	50.11205
6.524	83.92157	59.56427	50.2381
6.563	77.25491	59.16863	50.02101
6.601	77.25491	58.59869	49.45378
6.641	77.25491	57.66274	49.22269
6.68	77.25491	56.63442	48.21428
6.718	70.98039	56.49673	48.09524
6.757	70.98039	56.40784	48.66246
6.797	70.98039	56.24052	47.9902
6.836	70.98039	55.81177	47.40897
6.874	70.98039	55.57995	47.86415
6.913	70.98039	55.55033	47.514
6.952	70.98039	55.68976	48.41737
6.99	70.98039	54.85664	47.61905
7.029	70.98039	54.85664	47.61905
7.068	70.98039	54.8549	47.62605
7.108	70.98039	54.10545	46.82073
7.146	70.98039	53.87364	46.82073
7.188	70.98039	53.65054	46.48459
7.226	70.98039	53.50588	45.67927
7.265	70.98039	53.47451	45.78431
7.304	77.25491	53.38562	45.42717
7.343	77.25491	53.86493	45.9944
7.381	77.25491	55.14945	47.01681
7.421	77.25491	55.8658	47.03782
7.46	83.92157	57.00915	47.94118
7.498	83.92157	57.73246	48.62745
7.537	83.92157	58.70676	48.96358
7.575	83.92157	59.7647	50
7.614	83.92157	60.02266	50.007
7.653	83.92157	60.45142	50.46218
7.693	83.92157	60.36776	50.81232
7.732	83.92157	60.19521	50.58823
7.771	83.92157	60.02614	50.47619
7.81	77.25491	59.44575	50.02101
7.848	77.25491	58.54467	49.11765
7.887	77.25491	57.66797	49.34174
7.925	70.98039	56.98475	48.32633
7.963	70.98039	56.83834	48.78151
8.002	70.98039	56.18475	47.7521
8.042	70.98039	55.86754	47.29692
8.08	70.98039	55.40566	47.514
8.119	70.98039	55.29935	46.96078
8.157	70.98039	55.38301	47.61905
8.196	70.98039	55.27146	47.29692
8.236	70.98039	54.54989	46.71569
8.275	70.98039	54.20305	46.4916
8.313	70.98039	53.57211	46.05042
8.353	70.98039	53.33333	46.26751
8.391	70.98039	52.65011	45.23109
8.43	64.70588	51.96514	44.52381
8.469	64.70588	51.96514	44.52381
8.508	70.98039	51.27495	44.31372
8.547	70.98039	51.13028	43.72549
8.586	70.98039	51.1878	43.61345
8.624	70.98039	51.33421	43.84454
8.664	70.98039	51.67059	43.83754
8.703	70.98039	52.21612	44.06863
8.743	70.98039	52.87495	44.28572
8.782	77.25491	53.78475	45.08403
8.821	77.25491	54.78344	45.54622
8.86	77.25491	55.70022	46.47059
8.899	77.25491	56.36427	47.493
8.938	77.25491	56.72854	47.486
8.977	77.25491	57.50588	48.29132
9.016	77.25491	57.16427	48.17927
9.054	77.25491	56.94292	47.96218
9.093	77.25491	56.17778	47.40196
9.132	70.98039	55.81002	46.84174
9.17	70.98039	56.12549	47.87115
9.21	70.98039	55.10239	46.28151
9.25	70.98039	55.10588	46.40056
9.288	70.98039	54.47495	45.93838
9.328	70.98039	54.41046	46.26751
9.367	70.98039	54.13159	45.93137
9.405	70.98039	53.90152	45.70728
9.444	64.70588	53.87364	45.59524
9.482	64.70588	53.3525	45.58823
9.52	64.70588	53.21133	45.47619
9.559	64.70588	52.85926	45.36415
9.597	64.70588	52.47582	45.45518
9.637	64.70588	51.73159	45.014
9.675	64.70588	51.09194	44.31372
9.714	64.70588	50.69281	43.85854
9.754	64.70588	50.3756	43.15826
9.793	64.70588	49.9817	42.80112
9.835	64.70588	49.81089	42.78711
9.874	64.70588	49.80741	42.79412
9.913	70.98039	50.34946	42.54902
9.952	70.98039	51.27146	43.37535
9.991	70.98039	52.09761	43.71849
10.03	70.98039	52.70066	44.06863
10.068	70.98039	52.70066	44.06863
10.107	70.98039	53.36122	44.87395
10.146	70.98039	54.10545	45.09804
10.185	77.25491	54.88105	46.01541
10.224	70.98039	54.88453	45.90336
10.266	70.98039	55.17385	46.02241
10.305	70.98039	55.12157	46.37255
10.343	70.98039	55.0013	46.03642
10.382	70.98039	55.09019	46.02941
10.421	70.98039	54.63878	45.36415
10.46	70.98039	53.9573	45.35014
10.498	70.98039	53.51982	45.014
10.537	64.70588	53.35948	45.2521
10.577	70.98039	53.4257	45.11905
10.615	64.70588	53.05969	45.014
10.654	64.70588	53.06144	45.014
10.693	64.70588	52.2841	44.55182
10.731	64.70588	52.47582	44.88795
10.771	64.70588	52.45142	44.66387
10.81	64.70588	51.81002	44.66387
10.849	64.70588	51.34815	44.30672
10.888	64.70588	50.82875	43.71849
10.927	64.70588	50.34074	43.14426
10.965	64.70588	49.80392	42.91317
11.004	64.70588	49.74118	42.33193
11.042	64.70588	49.37168	42.45098
11.081	64.70588	49.06667	42.09384
11.119	64.70588	49.2061	41.85574
11.158	70.98039	49.77429	42.31793
11.197	70.98039	50.12811	42.09384
11.237	70.98039	51.04488	42.79412
11.277	70.98039	51.46667	42.66106
11.315	70.98039	52.12375	43.36835
11.354	70.98039	53.27756	44.18067
11.393	70.98039	53.62092	44.986
11.431	70.98039	54.21874	45.44818
11.47	70.98039	53.9695	45.23109
11.51	70.98039	53.91024	44.64286
11.548	70.98039	53.91024	44.64286
11.587	70.98039	53.99738	45.11205
11.625	70.98039	53.77604	45
11.664	70.98039	53.40305	44.88095
11.703	70.98039	52.95164	44.41177
11.742	70.98039	52.63442	44.06863
11.782	70.98039	52.66056	44.54482
11.822	64.70588	52.27887	44.06863
11.861	64.70588	52.25447	44.31372
11.9	64.70588	51.91808	44.53782
11.939	64.70588	51.87451	44.29972
11.978	64.70588	51.60959	43.94958
12.017	64.70588	51.32375	44.30672
12.055	64.70588	51.09194	43.71849
12.094	64.70588	50.60218	43.95658
12.134	64.70588	50.31459	43.5084
12.172	64.70588	50.14205	42.91317
12.211	64.70588	49.48671	42.56303
12.25	64.70588	48.93943	41.37955
12.29	64.70588	48.33115	40.91036
12.329	64.70588	48.25447	41.14846
12.367	64.70588	48.59434	41.26751
12.406	64.70588	48.90806	41.38655
12.445	64.70588	49.23573	41.63165
12.484	64.70588	49.98518	42.09384
12.522	70.98039	50.60915	42.20588
12.561	70.98039	51.41961	43.14426
12.599	70.98039	51.92506	43.13025
12.637	70.98039	52.62048	43.84454
12.676	70.98039	52.50893	43.83754
12.715	70.98039	52.7634	43.83053
12.754	70.98039	52.96384	44.41177
12.794	70.98039	52.91677	44.42577
12.833	70.98039	52.79826	44.18067
12.872	70.98039	52.42353	43.95658
12.911	64.70588	52.16558	44.41877
12.95	64.70588	51.61656	43.4874
12.988	64.70588	51.61656	43.4874
13.027	64.70588	51.72636	43.83053
13.066	64.70588	51.58693	43.83053
13.105	64.70588	51.24183	43.84454
13.144	64.70588	51.18083	43.59944
13.183	64.70588	51.24706	43.95658
13.221	64.70588	50.40348	42.89916
13.261	64.70588	50.57255	43.2423
13.301	64.70588	50.00261	42.78011
13.34	64.70588	50.02353	43.0042
13.38	64.70588	49.79869	42.41597
13.418	64.70588	48.99172	41.84874
13.457	64.70588	48.95686	41.60364
13.496	64.70588	48.61699	40.91036
13.534	64.70588	48.47407	41.14146
13.573	64.70588	48.50719	40.91036
13.611	64.70588	48.47756	40.67227
13.65	64.70588	48.62571	40.67927
13.69	64.70588	48.99869	41.62465
13.728	64.70588	49.17299	41.27451
13.766	70.98039	50.63355	42.31793
13.807	70.98039	50.583	41.96779
13.845	70.98039	51.46318	42.65406
13.884	70.98039	51.67408	43.36134
13.923	70.98039	52.10806	43.37535
13.962	70.98039	52.36776	44.06162
14.002	70.98039	52.47582	43.94958
14.04	70.98039	52.22309	43.95658
14.078	70.98039	51.81351	43.4874
14.117	64.70588	51.82222	43.59944
14.156	64.70588	51.70545	43.72549
14.194	64.70588	51.30457	43.36835
14.233	64.70588	51.43878	43.2423
14.272	64.70588	50.63878	42.88515
14.313	64.70588	51.01699	43.60644
14.352	64.70588	50.8915	43.47339
14.39	64.70588	50.46449	43.2493
14.429	64.70588	50.46449	43.2493
14.467	64.70588	50.31459	43.0112
14.506	64.70588	50.11068	42.54202
14.545	64.70588	49.85447	42.42997
14.584	64.70588	49.87886	42.78011
14.624	64.70588	49.07713	42.07983
14.662	64.70588	48.95861	41.72969
14.701	64.70588	48.47407	41.38655
14.74	64.70588	48.59085	41.14146
14.779	64.70588	48.62048	41.14146
14.819	64.70588	48.18301	40.42717
14.862	64.70588	48.29804	40.18908
14.901	64.70588	48.54554	40.91737
14.941	64.70588	48.87669	40.90336
14.98	64.70588	48.88192	41.14846
15.018	64.70588	49.54423	41.39356
15.057	64.70588	50.44009	42.66807
15.096	70.98039	50.52898	42.44398
15.134	64.70588	51.16166	42.43697
15.173	70.98039	51.44227	43.13726
15.212	70.98039	51.48061	43.15126
15.251	70.98039	51.84837	43.37535
15.29	70.98039	51.78736	43.2493
15.331	64.70588	51.70545	43.59944
15.37	64.70588	51.16166	43.01821
15.408	64.70588	51.13028	43.2563
15.447	64.70588	51.1268	43.01821
15.49	64.70588	51.14771	43.36835
15.528	64.70588	50.69107	43.13726
15.568	64.70588	50.69456	43.2493
15.606	64.70588	50.49237	43.0112
15.645	64.70588	50.54292	43.01821
15.683	64.70588	50.23791	42.66106
15.722	64.70588	49.82309	42.78011
15.76	64.70588	49.68715	43.02521
15.799	64.70588	49.1329	41.72269
15.839	64.70588	49.12767	41.71569
15.878	64.70588	48.81394	41.37255
15.918	64.70588	48.32244	41.02241
15.956	64.70588	48.19869	40.18908
15.994	64.70588	48.00872	40.30812
16.034	64.70588	48.15512	40.42717
16.072	64.70588	48.10109	40.21008
16.11	64.70588	48.38867	40.42717
16.149	64.70588	48.59782	40.91737
16.189	64.70588	48.59782	40.91737
16.228	64.70588	48.82266	40.56023
16.267	64.70588	49.77081	41.97479
16.307	64.70588	49.71852	41.5056
16.347	70.98039	50.0549	41.72969
16.386	64.70588	50.57603	42.54902
16.425	70.98039	50.71547	42.31793
16.468	70.98039	51.35338	43.59944
16.507	64.70588	51.2732	42.89916
16.546	70.98039	51.01525	43.14426
16.585	70.98039	51.15468	42.65406
16.624	64.70588	51.26972	43.0112
16.663	64.70588	51.18606	42.77311
16.701	64.70588	50.84444	42.66807
16.74	64.70588	50.55338	42.54902
16.779	64.70588	50.31808	42.06583
16.82	64.70588	50.45752	42.29692
16.86	64.70588	49.96601	41.94678
16.899	64.70588	50.03225	42.66807
16.938	64.70588	49.61917	42.07283
16.977	64.70588	49.38911	41.60364
17.016	64.70588	49.1329	41.48459
17.054	64.70588	49.61917	42.66807
17.093	64.70588	48.66579	41.12745
17.132	64.70588	48.43921	41.02241
17.171	64.70588	48.20392	40.53922
17.209	64.70588	48.12201	39.95798
17.248	64.70588	48.12897	39.84594
17.286	64.70588	48.29978	40.54622
17.326	64.70588	47.9268	39.97899
17.366	64.70588	48.21438	40.07703
17.405	64.70588	48.65359	40.56023
17.444	64.70588	49.00043	41.37955
17.483	64.70588	49.08584	41.26051
17.521	64.70588	49.33856	41.61064
17.559	64.70588	49.6244	41.26751
17.598	64.70588	50.17691	42.07983
17.636	64.70588	50.75207	42.79412
17.675	64.70588	50.64401	42.31092
17.713	64.70588	50.7207	42.54902
17.752	64.70588	50.86536	42.42997
17.791	64.70588	50.60741	42.54202
17.83	64.70588	50.31982	42.31092
17.87	64.70588	50.46972	42.66807
17.909	64.70588	50.49063	42.42297
17.949	64.70588	50.44009	42.89916
17.988	64.70588	50.44009	42.89916
18.027	64.70588	50.1403	42.54202
18.066	64.70588	49.88932	42.42297
18.106	64.70588	50.02702	42.42997
18.144	64.70588	49.59129	41.58263
18.183	64.70588	49.45011	41.84174
18.222	64.70588	48.95512	41.2535
18.261	64.70588	48.7512	41.15546
18.299	64.70588	48.58213	40.77731
18.339	64.70588	48.89586	41.48459
18.379	64.70588	48.1464	40.42017
18.419	64.70588	48.00174	40.18908
18.458	64.70588	48.02963	40.06303
18.496	64.70588	47.95294	40.19608
18.535	64.70588	47.72113	40.07703
18.574	64.70588	47.97734	39.95798
18.612	64.70588	47.89368	39.72689
18.651	64.70588	47.95469	39.84594
18.69	64.70588	48.59085	40.32213
18.729	64.70588	48.96906	40.80532
18.767	64.70588	49.3159	41.14146
18.806	64.70588	49.25316	41.02941
18.844	64.70588	49.71503	41.72969
18.884	64.70588	49.71678	41.61765
18.923	64.70588	50.04967	41.47759
18.962	64.70588	50.29368	42.32493
19	64.70588	50.29194	42.42997
19.04	64.70588	50.00436	41.71569
19.079	64.70588	50.37211	41.94678
19.117	64.70588	50.26754	42.31793
19.156	64.70588	50.11765	42.42297
19.194	64.70588	49.62963	41.35854
19.232	64.70588	49.74815	42.31793
19.271	64.70588	49.56514	41.47059
19.31	64.70588	49.39259	41.35854
19.35	64.70588	49.13464	41.37255
19.391	64.70588	48.68845	40.77031
19.429	64.70588	48.80523	40.88936
19.468	64.70588	48.80523	40.88936
19.506	64.70588	48.84532	41.37255
19.545	64.70588	48.42527	40.17507
19.584	64.70588	48.37299	40.30112
19.623	64.70588	47.82396	39.83894
19.663	64.70588	47.74031	39.95798
19.701	64.70588	47.74553	40.20308
19.74	64.70588	47.77342	40.31513
19.779	64.70588	47.51373	39.84594
19.817	64.70588	47.51547	39.4888
19.859	64.70588	47.80479	39.95098
19.899	64.70588	48.17778	39.83193
19.938	64.70588	48.32592	39.84594
19.979	64.70588	48.678	40.07703
20.018	64.70588	48.53856	40.56723
20.056	64.70588	49.02135	40.43417
20.095	64.70588	49.27756	40.79832
20.134	64.70588	49.59651	41.48459
20.172	64.70588	49.80043	41.4916
20.211	64.70588	49.59129	41.2535
20.25	64.70588	49.65229	41.36554
20.289	64.70588	50.22222	41.71569
20.327	64.70588	49.88932	41.72969
20.367	64.70588	49.82484	41.72269
20.407	64.70588	49.1695	41.0084
20.445	64.70588	49.16253	40.77031
20.485	64.70588	49.1329	41.23249
20.523	64.70588	49.36122	41.01541
20.561	64.70588	49.09804	41.12045
20.601	64.70588	48.80523	40.77731
20.639	64.70588	48.45665	39.95098
20.678	64.70588	48.6902	41.0014
20.716	64.70588	48.17604	40.43417
20.755	64.70588	48.08366	39.73389
20.793	64.70588	47.56427	39.60084
20.832	64.70588	47.51198	39.4888
20.871	64.70588	47.77865	40.09103
20.911	64.70588	47.44749	39.71289
20.95	64.70588	47.31155	39.60784
20.99	64.70588	47.42832	38.90756
21.028	64.70588	47.42832	38.90756
21.067	64.70588	47.25752	39.2577
21.106	64.70588	47.88671	39.60084
21.145	64.70588	47.75076	39.2577
21.184	64.70588	47.89717	39.73389
21.223	64.70588	48.03312	40.08403
21.262	64.70588	48.58388	39.96498
21.301	64.70588	48.76688	40.56023
21.34	64.70588	48.61351	39.73389
21.379	64.70588	48.96732	40.43417
21.42	64.70588	49.16427	40.43417
21.458	64.70588	49.42222	40.66526
21.497	64.70588	49.93987	41.71569
21.536	64.70588	49.59651	41.37255
21.575	64.70588	49.41874	41.12745
21.614	64.70588	49.28279	40.78431
21.652	64.70588	49.42745	41.4916
21.691	64.70588	49.10152	40.88936
21.73	64.70588	48.84532	40.66526
21.768	64.70588	48.97952	40.64426
21.807	64.70588	49.12941	41.23949
21.846	64.70588	48.31198	40.18207
21.885	64.70588	48.36776	39.94398
21.925	64.70588	48.13769	39.83894
21.964	64.70588	47.96165	39.48179
22.003	64.70588	47.57299	39.37675
22.042	64.70588	47.87974	39.94398
22.08	64.70588	47.47887	39.4958
22.118	64.70588	47.2488	39.36975
22.158	64.70588	47.48584	39.96498
22.196	64.70588	47.56601	39.72689
22.235	64.70588	47.31155	39.14566
22.273	64.70588	46.99782	39.01961
22.312	64.70588	47.25403	39.13866
22.35	64.70588	47.74205	39.2577
22.39	64.70588	47.72113	39.4888
22.43	64.70588	48.01046	39.60784
22.47	64.70588	48.14989	39.72689
22.509	64.70588	48.41133	40.07003
22.547	64.70588	48.41133	40.07003
22.586	64.70588	48.75817	40.20308
22.625	64.70588	48.8854	40.44118
22.664	64.70588	48.8244	41.01541
22.703	64.70588	49.24619	40.89636
22.741	64.70588	49.35948	40.66526
22.781	64.70588	49.417	41.01541
22.82	64.70588	48.93072	40.30112
22.858	64.70588	49.18867	40.89636
22.897	64.70588	49.16427	41.36554
22.937	64.70588	49.00915	40.18908
22.976	64.70588	49.15207	40.7563
23.016	64.70588	48.54728	40.07003
23.054	64.70588	48.28235	39.70588
23.094	64.70588	48.28584	40.32213
23.133	64.70588	48.19869	40.07703
23.171	64.70588	48.23355	39.72689
23.209	64.70588	47.85011	39.96498
23.248	64.70588	47.56253	39.61485
23.287	64.70588	47.2488	39.13866
23.325	64.70588	47.19477	39.2577
23.364	64.70588	47.73159	39.83894
23.404	64.70588	47.47712	39.2507
23.444	64.70588	47.18954	39.13866
23.483	64.70588	46.93682	39.03361
23.521	64.70588	47.25229	39.2577
23.56	64.70588	47.5695	39.4888
23.598	64.70588	47.65839	39.85294
23.637	64.70588	47.48933	39.2577
23.675	64.70588	47.62701	39.02661
23.715	64.70588	48.09238	39.85294
23.753	64.70588	48.44444	39.85294
23.791	64.70588	48.55599	40.08403
23.83	64.70588	48.38519	39.62185
23.869	64.70588	48.72854	40.19608
23.908	64.70588	48.72854	40.19608
23.948	64.70588	49.33508	40.90336
23.987	64.70588	49.33508	40.90336
24.028	64.70588	49.3037	40.77731
24.066	64.70588	48.67102	39.7409
24.105	64.70588	48.96209	40.32213
24.144	64.70588	48.74945	40.42717
24.183	64.70588	48.89412	40.06303
24.222	64.70588	48.55599	40.30812
24.26	64.70588	48.48802	39.83193
24.299	64.70588	48.46187	40.66526
24.339	64.70588	48.25621	40.30812
24.377	64.70588	48.25795	39.83193
24.417	64.70588	47.85534	39.60784
24.458	64.70588	47.82919	39.71289
24.496	64.70588	47.45272	39.03361
24.535	64.70588	47.21569	39.14566
24.573	64.70588	47.47364	39.71989
24.612	64.70588	47.59216	39.48179
24.651	64.70588	46.96471	38.91457
24.69	64.70588	46.99608	39.15266
24.729	64.70588	47.21917	39.02661
24.767	64.70588	47.05882	39.37675
24.806	64.70588	47.27843	39.13866
24.844	64.70588	47.05882	39.26471
24.883	64.70588	47.62527	39.48179
24.921	64.70588	47.69151	39.37675
24.961	64.70588	47.83094	39.36975
25	64.70588	48.12201	39.73389
25.04	64.70588	48.06449	39.37675
25.078	64.70588	48.58039	40.18207
25.117	64.70588	48.41307	40.20308
25.155	64.70588	48.81743	40.54622
25.194	64.70588	48.60828	40.18908
25.232	64.70588	48.52636	39.95798
25.271	64.70588	49.0475	40.88936
25.311	64.70588	48.48802	40.18908
25.349	64.70588	49.02135	40.44118
25.389	64.70588	48.70065	40.19608
25.428	64.70588	48.55599	40.54622
25.468	64.70588	48.46013	40.42017
25.507	64.70588	48.46013	40.42017
25.546	64.70588	48.1098	39.71289
25.585	64.70588	47.82048	40.08403
25.625	64.70588	48.03137	40.20308
25.663	64.70588	47.70719	39.71989
25.702	64.70588	47.87974	39.71989
25.741	64.70588	47.59564	39.95098
25.78	64.70588	47.5695	39.60084
25.82	64.70588	47.47887	39.4888
25.859	64.70588	46.68409	39.13866
25.898	64.70588	47.16863	39.14566
25.938	64.70588	47.10762	39.26471
25.978	64.70588	46.77821	39.04062
26.017	64.70588	47.22266	39.37675
26.056	64.70588	46.90719	38.91457
26.095	64.70588	47.36383	39.02661
26.134	64.70588	47.48584	39.85294
26.172	64.70588	47.4597	39.37675
26.211	64.70588	47.74379	39.36975
26.251	64.70588	47.91808	39.4888
26.289	64.70588	48.20741	39.83193
26.327	64.70588	48.29281	39.60784
26.366	64.70588	48.50022	39.96498
26.405	64.70588	48.75294	40.32213
26.444	64.70588	48.54728	39.60084
26.484	64.70588	48.87146	40.07703
26.523	64.70588	48.4915	40.18908
26.562	64.70588	48.63965	39.83894
26.601	64.70588	48.34684	40.08403
26.639	64.70588	48.42876	40.07003
26.677	64.70588	48.43747	40.32213
26.716	64.70588	48.03137	39.72689
26.755	64.70588	48.11503	40.41317
26.793	64.70588	48.05926	40.30112
26.833	64.70588	47.64793	39.2507
26.872	64.70588	48.02614	39.95098
26.911	64.70588	47.36558	38.91457
26.95	64.70588	47.53813	39.14566
26.99	64.70588	47.2244	39.37675
27.028	64.70588	47.22266	39.37675
27.068	64.70588	47.1634	39.03361
27.107	64.70588	47.1634	39.03361
27.146	64.70588	46.8183	39.13866
27.185	64.70588	46.50458	38.79552
27.224	64.70588	46.93682	39.14566
27.263	64.70588	47.22091	39.14566
27.302	64.70588	47.16166	39.02661
27.341	64.70588	47.16863	39.27171
27.379	64.70588	47.54335	39.4888
27.418	64.70588	47.25577	39.61485
27.458	64.70588	47.31155	38.80252
27.499	64.70588	47.85534	39.4958
27.538	64.70588	47.88845	39.60784
27.576	64.70588	48.17778	40.07703
27.615	64.70588	48.32767	39.97199
27.654	64.70588	48.29804	40.20308
27.692	64.70588	48.08889	39.36975
27.731	64.70588	48.21264	40.09103
27.77	64.70588	48.40087	39.95098
27.81	64.70588	48.43573	40.18908
27.849	64.70588	48.49847	40.31513
27.888	64.70588	48.34161	39.83193
27.928	64.70588	48.08366	40.07703
27.967	64.70588	48.28933	39.84594
28.007	64.70588	47.85011	39.95798
28.046	64.70588	47.82571	40.31513
28.085	64.70588	47.67582	39.2507
28.124	64.70588	47.30806	39.38375
28.163	64.70588	47.24532	38.92157
28.202	64.70588	47.39695	39.38375
28.24	64.70588	47.20174	39.26471
28.279	64.70588	47.33246	39.2507
28.317	64.70588	46.87233	39.01961
28.355	64.70588	46.84967	39.01961
28.394	64.70588	46.67538	38.34034
28.434	64.70588	47.07277	39.13866
28.473	64.70588	46.96122	39.02661
28.513	64.70588	46.85316	38.80252
28.552	64.70588	47.11111	38.80252
28.59	64.70588	47.28366	39.15266
28.629	64.70588	47.44924	39.13866
28.668	64.70588	47.59739	39.4958
28.706	64.70588	47.59739	39.4958
